review_content,review_rating,raw_cutting_performance,overall_cutting_performance,cutting_performance_opinion,cutting_performance,raw_ease_of_use,overall_ease_of_use,ease_of_use_opinion,ease_of_use,raw_durability,overall_durability,durability_opinion,durability,raw_engine_power,overall_engine_power,engine_power_opinion,engine_power,raw_maneuverability,overall_maneuverability,maneuverability_opinion,maneuverability
Great purchase: Easy assembly. Works fast and efficient.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower works fast and efficient.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower works fast and efficient.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to assemble and works fast and efficiently.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is easy to assemble and works fast and efficiently.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower works fast and efficient.
3. The reviewer's opinion on the engine_power is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower works fast and efficient.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
Its a mower: This was the first time I actually spent a decent amount of money on a mower. I enjoy the self-propelled as I've gotten older.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that it is a mower and that they enjoy the self-propelled feature.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED.",POSITIVE,The reviewer mentions that it is a mower and that they enjoy the self-propelled feature.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they enjoy the self-propelled feature of the mower.
3. Sentiment on ease_of_use is POSITIVE",POSITIVE,The reviewer mentions that they enjoy the self-propelled feature of the mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that this is the first time they spent a decent amount of money on a mower.
3. The reviewer's opinion on durability is POSITIVE, as they mention enjoying the self-propelled feature and how it has helped them as they've gotten older.",POSITIVE,The reviewer mentions that this is the first time they spent a decent amount of money on a mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they enjoy the self-propelled feature of the mower.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer mentions that they enjoy the self-propelled feature of the mower.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they enjoy the self-propelled feature of the mower.
3. Sentiment on maneuverability is POSITIVE",POSITIVE,The reviewer mentions that they enjoy the self-propelled feature of the mower.,POSITIVE
"Toro is an excellent machine: I love it, It goes up the hill with very little effort on my part. It has a bagger to catch the leaves. It mulches. It’s everything I want in a push mower.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the Toro mower is able to go up the hill with very little effort, has a bagger to catch leaves, and mulches.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,"The reviewer mentions that the Toro mower is able to go up the hill with very little effort, has a bagger to catch leaves, and mulches.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Toro lawn mower goes up the hill with very little effort on their part, has a bagger to catch leaves, and mulches.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the Toro lawn mower goes up the hill with very little effort on their part, has a bagger to catch leaves, and mulches.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Toro lawn mower is an excellent machine and that it is everything they want in a push mower.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions that the Toro lawn mower is an excellent machine and that it is everything they want in a push mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention engine_power.
3. Sentiment on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Toro lawn mower goes up the hill with very little effort on their part.
3. The reviewer's opinion on maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the Toro lawn mower goes up the hill with very little effort on their part.,POSITIVE
Self propeller isn't very strong.: The sefl propeller doesn't spin rear wheels very good.[Rating - 3/5],3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the self propeller isn't very strong and doesn't spin the rear wheels very well.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,The reviewer mentions that the self propeller isn't very strong and doesn't spin the rear wheels very well.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the self propeller isn't very strong and doesn't spin the rear wheels very well.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the self propeller isn't very strong and doesn't spin the rear wheels very well.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the self propeller doesn't spin the rear wheels very well.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the self propeller doesn't spin the rear wheels very well.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the self propeller doesn't spin the rear wheels very well.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,The reviewer mentions that the self propeller doesn't spin the rear wheels very well.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the self propeller doesn't spin the rear wheels very well.
3. The reviewer's opinion on maneuverability is NEGATIVE.",NEGATIVE,The reviewer mentions that the self propeller doesn't spin the rear wheels very well.,NEGATIVE
"OK Experience So Far: Overall, the mower is a good purchase.  It cuts well and I have faith in both the Toro and Briggs & Stratton names.  I decided a one star deduction was in order because of the ""instructions"" included with the product.  Hand drawings and arrows just aren't my idea of helpful.  In addition, I have to wonder why Toro thought it was a good idea to fave their side discharge blow to the left instead of the right.  As I say,  I am happy and confident in the actual machine: it's just the little stuff.[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower cuts well.
3. Sentiment on cutting_performance is POSITIVE",POSITIVE,The reviewer mentions that the mower cuts well.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the ""instructions"" included with the product, as well as the side discharge blow direction.
3. The reviewer's opinion on the ease_of_use is NEGATIVE, as they mention issues with the instructions and the side discharge blow direction.",POSITIVE,"The reviewer mentions the ""instructions"" included with the product, as well as the side discharge blow direction.",NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the quality of materials used in the construction of the lawn mower.
3. The sentiment on durability is POSITIVE",POSITIVE,The reviewer mentions the quality of materials used in the construction of the lawn mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions having faith in both the Toro and Briggs & Stratton names, which are associated with the engine_power of the mower.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,"The reviewer mentions having faith in both the Toro and Briggs & Stratton names, which are associated with the engine_power of the mower.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
Side Discharge Chute: had to register the mower to receive the discharge chute.  upon receipt it was the wrong size.. field modifications working for now...[Rating - 3/5],3,"1. The overall review is NEGATIVE.
2. The reviewer mentions the side discharge chute and the issues they had with receiving the wrong size.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED.",NEGATIVE,The reviewer mentions the side discharge chute and the issues they had with receiving the wrong size.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions the issue with the side discharge chute being the wrong size and needing field modifications.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions the issue with the side discharge chute being the wrong size and needing field modifications.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that they had to make field modifications to the discharge chute because it was the wrong size.
3. The reviewer's opinion on durability is NEGATIVE as they had to make modifications to make it work.",NEGATIVE,The reviewer mentions that they had to make field modifications to the discharge chute because it was the wrong size.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about the engine_power.
3. Sentiment on engine_power is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about the engine_power.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about maneuverability.,NOT MENTIONED
"Really great mower: I have purchased lots of mowers over the years.  Right off the bat, this has to be the best.  I took it right out of the box, gassed up and oil, 1 pull started right up.  The power was amazing.  The self propel is like ""off to the races!!!""  I thought my Honda was great, but the Toro really proved the one for me.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the power of the mower and how it started right up with one pull.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer talks about the power of the mower and how it started right up with one pull.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about how easy it was to start the mower and how powerful the self-propel feature is.
3. Sentiment on ease_of_use is POSITIVE",POSITIVE,The reviewer talks about how easy it was to start the mower and how powerful the self-propel feature is.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower started right up with one pull and that the power was amazing.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the mower started right up with one pull and that the power was amazing.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the amazing power of the mower.
3. The reviewer's opinion on the engine_power is POSITIVE",POSITIVE,The reviewer talks about the amazing power of the mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Since maneuverability is not mentioned, the sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
: [Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the cutting_performance of the lawn mower is poor.
3. The reviewer's opinion on the cutting_performance is NEGATIVE",NEGATIVE,The reviewer mentions that the cutting_performance of the lawn mower is poor.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower is difficult to operate and does not have self-propulsion or easy start features.
3. Sentiment on ease_of_use is NEGATIVE",NEGATIVE,The reviewer mentions that the lawn mower is difficult to operate and does not have self-propulsion or easy start features.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower broke down after only a few uses.
3. The reviewer's opinion on the durability is NEGATIVE",NEGATIVE,The reviewer mentions that the lawn mower broke down after only a few uses.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the engine_power of the lawn mower is weak.
3. Sentiment on engine_power is NEGATIVE",NEGATIVE,The reviewer mentions that the engine_power of the lawn mower is weak.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower has poor maneuverability and struggles to navigate around obstacles and tight spaces in the yard.
3. Sentiment on maneuverability is NEGATIVE",NEGATIVE,The reviewer mentions that the lawn mower has poor maneuverability and struggles to navigate around obstacles and tight spaces in the yard.,NEGATIVE
Its a beast!: This mower is a tank...i bought this bc its self propelled. Surprise! Its rear wheel drive...can walk right up a 60% grade chewing up saplings and brush like a herd of Himalayan goats on steroids. 5 star. Would recommend 👌 👍[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer talks about how the mower is able to walk up a 60% grade and chew up saplings and brush effectively.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer talks about how the mower is able to walk up a 60% grade and chew up saplings and brush effectively.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the self-propelled feature of the lawn mower.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer talks about the self-propelled feature of the lawn mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is like a tank and can walk right up a 60% grade, indicating its durability.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,"The reviewer mentions that the mower is like a tank and can walk right up a 60% grade, indicating its durability.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the strength and performance of the engine in powering the lawn mower for efficient cutting.
3. The reviewer's opinion on the engine_power is POSITIVE",POSITIVE,The reviewer talks about the strength and performance of the engine in powering the lawn mower for efficient cutting.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about how the mower can walk right up a 60% grade and chew up saplings and brush easily.
3. The reviewer's opinion on maneuverability is POSITIVE.",POSITIVE,The reviewer talks about how the mower can walk right up a 60% grade and chew up saplings and brush easily.,POSITIVE
Workhorse of a mower!!: [This review was collected as part of a promotion.] Awesome lawnmower. Bought it for my husband and he loves it. Just the right size mower for our lawns.[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawnmower is ""awesome"" and ""just the right size"" for their lawns.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,"The reviewer mentions that the lawnmower is ""awesome"" and ""just the right size"" for their lawns.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawnmower is ""awesome"" and ""just the right size"" for their lawns.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the lawnmower is ""awesome"" and ""just the right size"" for their lawns.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawnmower is a ""workhorse"" and that it is ""awesome.""
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the lawnmower is a ""workhorse"" and that it is ""awesome.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power.
3. Sentiment on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawnmower is ""Just the right size mower for our lawns.""
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the lawnmower is ""Just the right size mower for our lawns.""",NOT MENTIONED
Disappointing: Grass flies out rather than in bag.[Rating - 2/5],2,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grass flies out rather than into the bag.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,The reviewer mentions that the grass flies out rather than into the bag.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that grass flies out rather than in the bag.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that grass flies out rather than in the bag.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that grass flies out rather than in the bag.
3. The reviewer's opinion on durability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that grass flies out rather than in the bag.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention engine_power in the review.
3. The reviewer's opinion on engine_power is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention engine_power in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that grass flies out rather than in the bag.
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that grass flies out rather than in the bag.,NOT MENTIONED
Such a great little mower!: I’m really impressed with this mower.  It’s lightweight and cuts extremely well.  The speed of the self-propelled is perfect.  I think what I like most is that it has rubber wheels for great traction.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about how the mower cuts extremely well.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,The reviewer talks about how the mower cuts extremely well.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the lightweight nature of the mower, the effectiveness of the self-propelled feature, and the rubber wheels for traction.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer talks about the lightweight nature of the mower, the effectiveness of the self-propelled feature, and the rubber wheels for traction.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power.
3. Sentiment on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer talks about the lightweight of the mower and the speed of the self-propelled feature.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer talks about the lightweight of the mower and the speed of the self-propelled feature.,POSITIVE
: [Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the cutting_performance of the lawn mower is poor.
3. Sentiment on cutting_performance is NEGATIVE",NEGATIVE,The reviewer mentions that the cutting_performance of the lawn mower is poor.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower is difficult to operate and does not have self-propulsion or easy start features.
3. Sentiment on ease_of_use is NEGATIVE",NEGATIVE,The reviewer mentions that the lawn mower is difficult to operate and does not have self-propulsion or easy start features.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower broke down after only a few uses and the materials used in its construction were poor quality.
3. Sentiment on durability is NEGATIVE",NEGATIVE,The reviewer mentions that the lawn mower broke down after only a few uses and the materials used in its construction were poor quality.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the engine_power of the lawn mower is weak.
3. Sentiment on engine_power is NEGATIVE",NEGATIVE,The reviewer mentions that the engine_power of the lawn mower is weak.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower has poor maneuverability.
3. The reviewer's opinion on the maneuverability is NEGATIVE",NEGATIVE,The reviewer mentions that the lawn mower has poor maneuverability.,NEGATIVE
Runs great first pull start: It first pull starts. Only had it 3 weeks so we shall see in the future. But it works runs great. Beats pushing the whole time.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower ""runs great"" and ""beats pushing the whole time.""
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,"The reviewer mentions that the lawn mower ""runs great"" and ""beats pushing the whole time.""",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower first pull starts and runs great.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower first pull starts and runs great.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower ""works runs great.""
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower ""works runs great.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower runs great and starts on the first pull.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower runs great and starts on the first pull.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
Good for a cheap mower: I'm having a hard time getting the handle to stay in place[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that they are having a hard time getting the handle to stay in place.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED",POSITIVE,The reviewer mentions that they are having a hard time getting the handle to stay in place.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions having a hard time getting the handle to stay in place.
3. Sentiment on ease_of_use is NEGATIVE",POSITIVE,The reviewer mentions having a hard time getting the handle to stay in place.,NEGATIVE,"1. The overall review is NEUTRAL
2. The reviewer mentions having a hard time getting the handle to stay in place.
3. Sentiment on durability is NEGATIVE",NEUTRAL,The reviewer mentions having a hard time getting the handle to stay in place.,NEGATIVE,"1. The overall review is NEUTRAL.
2. The reviewer does not mention anything about the engine_power.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",NEUTRAL,The reviewer does not mention anything about the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions having a hard time getting the handle to stay in place, but does not specifically mention maneuverability.
3. Since the reviewer does not specifically mention maneuverability, the sentiment on maneuverability is NOT MENTIONED.",POSITIVE,"The reviewer mentions having a hard time getting the handle to stay in place, but does not specifically mention maneuverability.",NOT MENTIONED
Self propel died...junk!: Self propel died during first use.  Returned to store for refund.[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the self propel feature died during the first use.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the self propel feature died during the first use.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the self propel feature died during the first use.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the self propel feature died during the first use.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the self propel feature died during the first use.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the self propel feature died during the first use.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the self propel feature died during the first use.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,The reviewer mentions that the self propel feature died during the first use.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the self propel feature died during the first use.
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the self propel feature died during the first use.,NOT MENTIONED
Weak: Mower struggles to mow one line of grass without jamming and shutting off. Self propelled belt shredded to pieces after the third time I used it. Average size yard. Absolutely do not buy.[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off, and that the self propelled belt shredded to pieces after the third use.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,"The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off, and that the self propelled belt shredded to pieces after the third use.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off, and that the self-propelled belt shredded to pieces after the third use.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,"The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off, and that the self-propelled belt shredded to pieces after the third use.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off, and that the self propelled belt shredded to pieces after the third time of use.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off, and that the self propelled belt shredded to pieces after the third time of use.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off, indicating a lack of power in the engine.
3. The reviewer's opinion on the engine_power is NEGATIVE",NEGATIVE,"The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off, indicating a lack of power in the engine.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off.
3. The reviewer's opinion on maneuverability is NEGATIVE as the mower struggles to navigate around obstacles and tight spaces in the yard.",NEGATIVE,The reviewer mentions that the mower struggles to mow one line of grass without jamming and shutting off.,NEGATIVE
my new best friend: out of the box and two bolts later it is assembled.   add oil and gas started on second pull.     it propelled me along with ease over my way overgrown 1/3 acre.   almost makes me look forward to mowing next time[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower propelled them along with ease over their overgrown 1/3 acre.
3. Sentiment on cutting_performance is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower propelled them along with ease over their overgrown 1/3 acre.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower was easy to assemble, started on the second pull after adding oil and gas, and propelled them with ease over their overgrown 1/3 acre.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower was easy to assemble, started on the second pull after adding oil and gas, and propelled them with ease over their overgrown 1/3 acre.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower was easy to assemble and started on the second pull, indicating initial durability.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower was easy to assemble and started on the second pull, indicating initial durability.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower started on the second pull after adding oil and gas.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower started on the second pull after adding oil and gas.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower propelled them along with ease over their overgrown 1/3 acre.
3. The reviewer's opinion on maneuverability is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower propelled them along with ease over their overgrown 1/3 acre.,POSITIVE
Mower: Total mower Works great.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower works great.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,The reviewer mentions that the mower works great.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower works great.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the mower works great.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower works great.
3. The reviewer's opinion on the engine_power is NOT MENTIONED",POSITIVE,The reviewer mentions that the mower works great.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
Great lawnmower.: Cuts very clean and very easy to control.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawnmower cuts very clean and is very easy to control.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the lawnmower cuts very clean and is very easy to control.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawnmower is very easy to control.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,The reviewer mentions that the lawnmower is very easy to control.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawnmower cuts very clean and is very easy to control.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the lawnmower cuts very clean and is very easy to control.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawnmower is very easy to control.
3. The reviewer's opinion on the maneuverability is POSITIVE",POSITIVE,The reviewer mentions that the lawnmower is very easy to control.,POSITIVE
