review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
Good: 36 in with side table[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions the size and material of the cooking surface.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions the size and material of the cooking surface.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle comes with a side table, which suggests that it may have some additional features for portability.
3. The reviewer's opinion on portability is POSITIVE.",POSITIVE,"The reviewer mentions that the griddle comes with a side table, which suggests that it may have some additional features for portability.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle comes with a side table.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle comes with a side table.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the size of the griddle (36 in) and the fact that it comes with a side table.
3. The reviewer does not specifically mention the durability of the griddle, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions the size of the griddle (36 in) and the fact that it comes with a side table.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle comes with a side table.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer mentions that the griddle comes with a side table.,POSITIVE
Handles: Bar will not go in handle[Rating - 5/5],5,"1. The overall review is NEGATIVE
2. The reviewer mentions that the bar will not go in the handle.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the bar will not go in the handle.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the bar will not go in the handle, which could potentially affect the portability of the griddle.
3. The reviewer's opinion on the portability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the bar will not go in the handle, which could potentially affect the portability of the griddle.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the heat_control aspect in the review.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the bar will not go in the handle.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the bar will not go in the handle.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the bar will not go in the handle.
3. The reviewer does not mention any opinion on the accessories.",NEGATIVE,The reviewer mentions that the bar will not go in the handle.,NOT MENTIONED
"Nice setup!!: Large cook top, plenty of counter and storage space[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cook top is large.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cook top is large.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention anything about portability.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not mention anything about portability.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect in the review.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle has a large cooktop, plenty of counter space, and storage space.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the griddle has a large cooktop, plenty of counter space, and storage space.",NOT MENTIONED
I just got it. I don’t know.: I’m just putting this together. Don’t ask so soon.[Rating - 4/5],4,"1. The overall review is NEUTRAL
2. The reviewer mentions that they are putting the product together, but does not provide specific details about the cooking_surface.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEUTRAL,"The reviewer mentions that they are putting the product together, but does not provide specific details about the cooking_surface.",NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they are in the process of putting the griddle together.
3. The reviewer's opinion on portability is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they are in the process of putting the griddle together.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer mentions that they are putting the product together and not to ask about it so soon.
3. The reviewer does not mention anything specific about the heat_control, so the sentiment on heat_control is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they are putting the product together and not to ask about it so soon.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer mentions that they are just putting the griddle together.
3. The reviewer's opinion on durability is NOT MENTIONED",NEUTRAL,The reviewer mentions that they are just putting the griddle together.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they are putting the accessories together.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they are putting the accessories together.,NOT MENTIONED
"36"" Blackstone griddle with sidetable: I really like all the added features, particularly the sidetable.[Rating - 4/5]",4,"1. The overall review is POSITIVE.
2. The reviewer mentions the added features of the griddle, particularly the sidetable.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,"The reviewer mentions the added features of the griddle, particularly the sidetable.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions the added features of the griddle, particularly the sidetable.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions the added features of the griddle, particularly the sidetable.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the added features, particularly the sidetable.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions the added features, particularly the sidetable.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they really like all the added features, particularly the sidetable.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,"The reviewer mentions that they really like all the added features, particularly the sidetable.",POSITIVE
A Beast: This is my third Blackstone and it's the biggest and best. I upgraded to this one because I like the folding side table and cabinet. Like my other Blackstone's this is a serious cooking machine. It's a beast to cook on and the cabinet makes it very stable. The fit and finish could use a little work though. The cover doesn't sit squarely when closed and rocks when you push down on one side. Mine also has some scratches on the cover and dents on the left side shelf. The box that it came in was in good shape as well as the packing materials leading me to believe that the damage was done before the griddle was packed. I gave it 4 stars because of the poorly fitting cover and damage.[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone griddle is a ""beast to cook on"" and that it is a ""serious cooking machine.""
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,"The reviewer mentions that the Blackstone griddle is a ""beast to cook on"" and that it is a ""serious cooking machine.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is stable due to the cabinet and folding side table, but also mentions some issues with the fit and finish of the cover and some damage on the shelf.
3. The sentiment on portability is NOT MENTIONED",POSITIVE,"The reviewer mentions that the griddle is stable due to the cabinet and folding side table, but also mentions some issues with the fit and finish of the cover and some damage on the shelf.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is a ""beast to cook on"" and that it is a ""serious cooking machine.""
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,"The reviewer mentions that the griddle is a ""beast to cook on"" and that it is a ""serious cooking machine.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is a ""beast to cook on"" and that the cabinet makes it very stable.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,"The reviewer mentions that the griddle is a ""beast to cook on"" and that the cabinet makes it very stable.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the folding side table and cabinet as accessories.
3. The reviewer's opinion on the accessories is NEGATIVE, as they mention that the fit and finish could use some work, with the cover not sitting squarely when closed and having scratches and dents on the side shelf.",POSITIVE,The reviewer talks about the folding side table and cabinet as accessories.,NEGATIVE
Easy assembly instructions: Beautiful piece of equipment. Started seasoning immediately.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the equipment has an easy assembly and is a beautiful piece.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED",POSITIVE,The reviewer mentions that the equipment has an easy assembly and is a beautiful piece.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. The sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any specific accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
Loving This Blackstone!!: Already done smashburgers and hibachi! I love this thing![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they have already cooked smashburgers and hibachi on the Blackstone.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that they have already cooked smashburgers and hibachi on the Blackstone.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they have already done smashburgers and hibachi on the Blackstone griddle.
3. The reviewer's opinion on the portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they have already done smashburgers and hibachi on the Blackstone griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions using the Blackstone for smashburgers and hibachi.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions using the Blackstone for smashburgers and hibachi.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they have already used the griddle for smashburgers and hibachi.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that they have already used the griddle for smashburgers and hibachi.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they have already used the griddle to make smashburgers and hibachi.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they have already used the griddle to make smashburgers and hibachi.,NOT MENTIONED
Floor models are scratched and dented.: Ordered 21 July and now back ordered until. October.  Can’t review something I haven’t received. Tried ordering one in a box because everyone on the floor is damaged.  Tried giving me 15% off to take a damaged one that I’m buying as a gift.  Visited 4 Lowe’s and same thing.[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the floor models are scratched and dented, and that they tried ordering one in a box because all the ones on the floor were damaged.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they mention that all the floor models were damaged and they were unable to find a undamaged one to purchase.",NEGATIVE,"The reviewer mentions that the floor models are scratched and dented, and that they tried ordering one in a box because all the ones on the floor were damaged.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that they tried ordering a griddle in a box because all the floor models were damaged.
3. The reviewer's opinion on the portability is NEGATIVE as they had difficulty finding an undamaged griddle and were offered a damaged one at a discount.",NEGATIVE,The reviewer mentions that they tried ordering a griddle in a box because all the floor models were damaged.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the floor models are scratched and dented, and that they are all damaged.
3. The reviewer's opinion on the durability is NEGATIVE, as they are not satisfied with the condition of the griddles they have seen.",NEGATIVE,"The reviewer mentions that the floor models are scratched and dented, and that they are all damaged.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that they tried ordering a griddle in a box because all the floor models were damaged.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they tried ordering a griddle in a box because all the floor models were damaged.,NOT MENTIONED
"Solid, a few minor flaws.: Overall awesome.  Well built, good value.  Gets very hot, fairly easy to maintain.  Not 5 stars because: 1) a few spots black paint had a penpoint sized hole, I will have to buy paint to cover so it doesnt rust.  2) Everything internal got wet in the rain if uncovered.[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that the product gets very hot and is fairly easy to maintain.
3. Sentiment on cooking_surface is NEUTRAL",POSITIVE,The reviewer mentions that the product gets very hot and is fairly easy to maintain.,NEUTRAL,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is fairly easy to maintain.
3. The reviewer's opinion on the portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is fairly easy to maintain.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle gets very hot.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer mentions that the griddle gets very hot.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that there are a few minor flaws in the durability, such as black paint with small holes and everything internal getting wet in the rain if uncovered.
3. The reviewer's opinion on the durability is NEGATIVE, as they mention having to buy paint to cover the holes and the internal parts getting wet in the rain.",POSITIVE,"The reviewer mentions that there are a few minor flaws in the durability, such as black paint with small holes and everything internal getting wet in the rain if uncovered.",NEGATIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that everything internal got wet in the rain if uncovered, which could imply that there may be a need for additional accessories like a cover to protect the griddle from the elements.
3. The reviewer does not specifically mention any accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions that everything internal got wet in the rain if uncovered, which could imply that there may be a need for additional accessories like a cover to protect the griddle from the elements.",NOT MENTIONED
I LOVE it!: After doing a lot of research I am so glad I landed on this model. I love having 4 burners and the underneath cabinet to store all the extra accessories. I also wasn’t sure if I needed 36 inches but I definitely love having the space to cook multiple things at one time. It has made cooking fun again. Definitely recommend it.[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer talks about the size of the cooking surface, mentioning that they weren't sure if they needed 36 inches but love having the space to cook multiple things at one time.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,"The reviewer talks about the size of the cooking surface, mentioning that they weren't sure if they needed 36 inches but love having the space to cook multiple things at one time.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love having 4 burners and the ability to cook multiple things at one time.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that they love having 4 burners and the ability to cook multiple things at one time.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the underneath cabinet to store extra accessories, the 4 burners, and the size of the griddle (36 inches).
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions the underneath cabinet to store extra accessories, the 4 burners, and the size of the griddle (36 inches).",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions the underneath cabinet to store all the extra accessories.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer mentions the underneath cabinet to store all the extra accessories.,POSITIVE
Best Grill We've Ever Owned: We have only had this grill for 3 days and it is PHENOMENAL.  We took the time to research how to season it properly and how to take of it and this is even better that the old cast iron pans my grandmother gave me. So easy to clean and is so easy to use. LOVE IT[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about how easy the grill is to clean and use.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer talks about how easy the grill is to clean and use.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention anything about the portability of the grill.
3. Since the reviewer does not mention anything about the portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about the portability of the grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is easy to use and clean.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the grill is easy to use and clean.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is easy to clean and easy to use.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the grill is easy to clean and easy to use.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not mention any accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Poor Service and Reliability: On Sunday, 26 February 2023 I purchased a 36-in Culinary Cabinet Griddle with the understanding that it would be assembled and ready for pick up some time during the week of Monday, 27 Feb - 4 March 2023. Today is Monday 6 March, I have made an in person inquiry on Thursday, 2 March and a telephonic inquiry on Saturday, 4 March and my griddle had not been assembled. Today is Monday, 6 March how long must I wait for a purchased item?[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions the Culinary Cabinet Griddle's cooking surface being 36-in in size.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED",NEGATIVE,The reviewer mentions the Culinary Cabinet Griddle's cooking surface being 36-in in size.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention anything about the portability of the griddle.
3. Sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention anything about the portability of the griddle.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions the delay in assembling the griddle, but does not specifically talk about the durability of the product.
3. Sentiment on durability is NOT MENTIONED",NEGATIVE,"The reviewer mentions the delay in assembling the griddle, but does not specifically talk about the durability of the product.",NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not mention anything about accessories in the review.
3. Since the reviewer does not mention anything about accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about accessories in the review.,NOT MENTIONED
36” Blackstone: Looking forward to cooking on[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they are looking forward to cooking on the 36"" Blackstone.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,"The reviewer mentions that they are looking forward to cooking on the 36"" Blackstone.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions looking forward to cooking on the 36"" Blackstone griddle.
3. The reviewer does not mention anything about the portability of the griddle, so the sentiment on portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions looking forward to cooking on the 36"" Blackstone griddle.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer is looking forward to cooking on the 36"" Blackstone griddle.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,"The reviewer is looking forward to cooking on the 36"" Blackstone griddle.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions looking forward to cooking on the 36"" Blackstone griddle.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions looking forward to cooking on the 36"" Blackstone griddle.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions looking forward to cooking on the 36"" Blackstone griddle.
3. The reviewer does not mention the accessories in the review, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions looking forward to cooking on the 36"" Blackstone griddle.",NOT MENTIONED
New user: Everything worked great! Wished I’d brought one earlier.[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that everything worked great.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that everything worked great.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention the heat_control aspect.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the heat_control aspect.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention durability in the review.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that everything worked great and wished they had bought one earlier.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that everything worked great and wished they had bought one earlier.,NOT MENTIONED
Hmmm: 2 years later still says out for delivery....[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the cooking_surface
3. Sentiment on cooking_surface is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the cooking_surface,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the griddle is still saying ""out for delivery"" after 2 years.
3. The reviewer's opinion on portability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the griddle is still saying ""out for delivery"" after 2 years.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention anything about the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention anything about the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that after 2 years, the product still says ""out for delivery.""
3. The reviewer's opinion on durability is NEGATIVE",NEGATIVE,"The reviewer mentions that after 2 years, the product still says ""out for delivery.""",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product is still saying ""out for delivery"" after 2 years.
3. The reviewer does not mention anything about the accessories.",NEGATIVE,"The reviewer mentions that the product is still saying ""out for delivery"" after 2 years.",NOT MENTIONED
We are excited to use this product.: Instructions easy to read assembly was not to hard[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the instructions are easy to read and assembly was not too hard.
3. The reviewer does not specifically mention the cooking_surface, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that the instructions are easy to read and assembly was not too hard.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the product has easy to read instructions and assembly was not too hard.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer mentions that the product has easy to read instructions and assembly was not too hard.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the assembly was not too hard, which could imply that the product is well-constructed.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the assembly was not too hard, which could imply that the product is well-constructed.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the product comes with easy to read instructions and assembly was not too hard.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the product comes with easy to read instructions and assembly was not too hard.,NOT MENTIONED
"Damaged upon receiving!: We love the actual grill but....when we received it, one of the handles was bent and paint was chipping around the bent handle. Lowe's offered to schedule a pick up then schedule another delivery, but it would have been days away and it was a gift. Please ensure your deliveries arent damaged prior to sending them out![Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the paint was chipping around the bent handle of the grill.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEGATIVE,The reviewer mentions that the paint was chipping around the bent handle of the grill.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that one of the handles was bent and paint was chipping around the bent handle, indicating issues with the portability aspect of the grill.
3. The reviewer's opinion on the portability is NEGATIVE as they specifically mention the damage to the handle affecting the ease of moving and transporting the grill.",NEGATIVE,"The reviewer mentions that one of the handles was bent and paint was chipping around the bent handle, indicating issues with the portability aspect of the grill.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the grill.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the grill.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that one of the handles was bent and paint was chipping around it upon receiving the grill.
3. The reviewer's opinion on the durability is NEGATIVE, as the grill arrived damaged and the reviewer expresses disappointment in the quality of the product.",NEGATIVE,The reviewer mentions that one of the handles was bent and paint was chipping around it upon receiving the grill.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that one of the handles was bent and paint was chipping around the bent handle.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",NEGATIVE,The reviewer mentions that one of the handles was bent and paint was chipping around the bent handle.,NOT MENTIONED
Black Stone: I’ve been wanting a flat grill and this one has lived up to it’s name. The only thing I didn’t like is that this flat grill isn’t cheap and a AA battery is required for the igniter that wasn’t included. I feel like that should have been a given.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they have been wanting a flat grill and that this one has lived up to its name.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED",POSITIVE,The reviewer mentions that they have been wanting a flat grill and that this one has lived up to its name.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the flat grill is not cheap and a AA battery is required for the igniter.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the flat grill is not cheap and a AA battery is required for the igniter.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the flat grill has lived up to its name.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer mentions that the flat grill has lived up to its name.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the flat grill has lived up to its name.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the flat grill has lived up to its name.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that a AA battery is required for the igniter, but it wasn't included.
3. The reviewer's opinion on the accessories is NEGATIVE.",POSITIVE,"The reviewer mentions that a AA battery is required for the igniter, but it wasn't included.",NEGATIVE
