review_content,review_rating,raw_cutting_performance,overall_cutting_performance,cutting_performance_opinion,cutting_performance,raw_ease_of_use,overall_ease_of_use,ease_of_use_opinion,ease_of_use,raw_durability,overall_durability,durability_opinion,durability,raw_engine_power,overall_engine_power,engine_power_opinion,engine_power,raw_maneuverability,overall_maneuverability,maneuverability_opinion,maneuverability
"Toro Self Propelled: [This review was collected as part of a promotion.] I enjoy using my Toro self propelled mow. I am a novice mowing but the lawnmower was an easy use. Although I have not mowed very much, I am in my seventies but the mow was still easy for me to use.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the Toro self propelled mower was easy to use.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the Toro self propelled mower was easy to use.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Toro self-propelled mower was easy to use.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the Toro self-propelled mower was easy to use.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power.
3. Sentiment on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the Toro self propelled mower was easy to use.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the Toro self propelled mower was easy to use.,POSITIVE
"Don't buy this.: [This review was collected as part of a promotion.] As previously stated in another survey, I wish I would have purchased another lawn mower, this is just not built for the consumer, most of the clippings fall out when lifting the bagger, it has hardly any propulsion when engaging the automatic self-propel.[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer talks about how most of the clippings fall out when lifting the bagger and how the lawn mower has hardly any propulsion when engaging the automatic self-propel.
3. Sentiment on cutting_performance is NEGATIVE",NEGATIVE,The reviewer talks about how most of the clippings fall out when lifting the bagger and how the lawn mower has hardly any propulsion when engaging the automatic self-propel.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the clippings fall out when lifting the bagger and that the lawn mower has hardly any propulsion when engaging the automatic self-propel.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the clippings fall out when lifting the bagger and that the lawn mower has hardly any propulsion when engaging the automatic self-propel.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawn mower is not built for the consumer and that most of the clippings fall out when lifting the bagger.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the lawn mower is not built for the consumer and that most of the clippings fall out when lifting the bagger.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions the lack of propulsion when engaging the automatic self-propel feature.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,The reviewer mentions the lack of propulsion when engaging the automatic self-propel feature.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawn mower has hardly any propulsion when engaging the automatic self-propel.
3. Sentiment on maneuverability is NEGATIVE.",NEGATIVE,The reviewer mentions that the lawn mower has hardly any propulsion when engaging the automatic self-propel.,NEGATIVE
"Easy start and maneuvering, accurate cutting: [This review was collected as part of a promotion.] Quick and easy pull start, pretty lightweight mower and easy to use. Self-propelled feature works great for the hill in my backyard too.
Easy height adjustable mower deck makes it quick and simple to adjust for shorter or longer cuts.large capacity fuel tank that minimizes fill-ups. I highly recommend this mower!![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the accurate cutting and easy maneuvering of the lawn mower.
3. Sentiment on cutting_performance is POSITIVE",POSITIVE,The reviewer talks about the accurate cutting and easy maneuvering of the lawn mower.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the easy start, maneuvering, self-propelled feature, easy height adjustable mower deck, and large capacity fuel tank.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer talks about the easy start, maneuvering, self-propelled feature, easy height adjustable mower deck, and large capacity fuel tank.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower has a quick and easy pull start, is pretty lightweight, and has a self-propelled feature that works great for hills.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,"The reviewer mentions that the mower has a quick and easy pull start, is pretty lightweight, and has a self-propelled feature that works great for hills.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the easy start, lightweight design, self-propelled feature, and easy height adjustable mower deck, but does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED.",POSITIVE,"The reviewer talks about the easy start, lightweight design, self-propelled feature, and easy height adjustable mower deck, but does not specifically mention maneuverability.",NOT MENTIONED
Good basic lawn mower: [This review was collected as part of a promotion.] Good basic mower. Self propelled mechanism works well and the new engine starts on the first pull. This spring's cool and wet weather has the grass growing very fast so I have wished it had more power but then I should have bought one with more power. I’m sure it will do very well the rest of this sommer.[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is a good basic mower with a self-propelled mechanism that works well and a new engine that starts on the first pull.
3. The reviewer's opinion on the cutting_performance is NEUTRAL as they mention that the mower works well but they wished it had more power for the fast-growing grass.",POSITIVE,The reviewer mentions that the lawn mower is a good basic mower with a self-propelled mechanism that works well and a new engine that starts on the first pull.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled mechanism works well and the new engine starts on the first pull.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,The reviewer mentions that the self-propelled mechanism works well and the new engine starts on the first pull.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is a ""good basic mower"" and that the self-propelled mechanism works well.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,"The reviewer mentions that the lawn mower is a ""good basic mower"" and that the self-propelled mechanism works well.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the new engine starts on the first pull and that they have wished for more power due to the fast-growing grass.
3. The reviewer's opinion on the engine_power is NEUTRAL",POSITIVE,The reviewer mentions that the new engine starts on the first pull and that they have wished for more power due to the fast-growing grass.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled mechanism works well.
3. Sentiment on maneuverability is POSITIVE",POSITIVE,The reviewer mentions that the self-propelled mechanism works well.,POSITIVE
"worth the price: Started first pull, ran and cut grass perfect.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower started on the first pull and ran perfectly while cutting the grass.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower started on the first pull and ran perfectly while cutting the grass.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower started first pull, ran well, and cut grass perfectly.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower started first pull, ran well, and cut grass perfectly.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower started first pull, ran well, and cut grass perfectly.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,"The reviewer mentions that the lawn mower started first pull, ran well, and cut grass perfectly.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower started first pull and ran perfectly to cut grass.
3. Sentiment on engine_power is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower started first pull and ran perfectly to cut grass.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
"Time after Time: [This review was collected as part of a promotion.] Great machine! I have own several lawn equipment but time after time I confirm why Toto is the right choice. 
It’s easy to use, start on one pull and 0 mechanical issues.[Rating - 5/5]",5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower is a great machine and confirms why Toto is the right choice.
3. The reviewer's opinion on the cutting_performance is POSITIVE as they mention that the machine is easy to use, starts on one pull, and has had 0 mechanical issues.",POSITIVE,The reviewer mentions that the lawn mower is a great machine and confirms why Toto is the right choice.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about how easy the lawn mower is to use, mentioning that it starts on one pull and has 0 mechanical issues.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer talks about how easy the lawn mower is to use, mentioning that it starts on one pull and has 0 mechanical issues.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to use, starts on one pull, and has had 0 mechanical issues.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower is easy to use, starts on one pull, and has had 0 mechanical issues.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn equipment has a great machine.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the lawn equipment has a great machine.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
"The best lawn mower I have ever owned!: [This review was collected as part of a promotion.] After assembling the mower I noticed that it was made of quality materials in comparison to my last mower. It offers great power, reliability and is easy to use. I am a proud owner![Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower offers great power, reliability, and is easy to use.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,"The reviewer mentions that the lawn mower offers great power, reliability, and is easy to use.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to use.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower is easy to use.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the quality materials used in the construction of the lawn mower.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer talks about the quality materials used in the construction of the lawn mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the power and reliability of the lawn mower.
3. Sentiment on engine_power is POSITIVE",POSITIVE,The reviewer talks about the power and reliability of the lawn mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
"Good quality-price ratio mower: [This review was collected as part of a promotion.] Good mower i tried several time. In my opinion, the self-propelled system is a bit weak. Yes, it works, however, as soon as there is a little bit of resistance, it will not work anymore. You need to help pushing, but nothing bad.[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that they have tried the mower several times and that the self-propelled system is a bit weak.
3. The reviewer's opinion on the cutting_performance is NEUTRAL. They mention that the self-propelled system works but is a bit weak and requires some help pushing when there is resistance.",POSITIVE,The reviewer mentions that they have tried the mower several times and that the self-propelled system is a bit weak.,NEUTRAL,"1. The overall review is POSITIVE.
2. The reviewer talks about the self-propelled system being a bit weak and needing assistance pushing when there is resistance.
3. The reviewer's opinion on the ease_of_use is NEUTRAL.",POSITIVE,The reviewer talks about the self-propelled system being a bit weak and needing assistance pushing when there is resistance.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propelled system is a bit weak.
3. The reviewer's opinion on the durability is NEUTRAL.",POSITIVE,The reviewer mentions that the self-propelled system is a bit weak.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions the self-propelled system being a bit weak.
3. The reviewer's opinion on the engine_power is NEGATIVE.",POSITIVE,The reviewer mentions the self-propelled system being a bit weak.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the self-propelled system being a bit weak and needing help pushing when there is resistance.
3. Sentiment on maneuverability is NEUTRAL",POSITIVE,The reviewer talks about the self-propelled system being a bit weak and needing help pushing when there is resistance.,NEUTRAL
"Stress reliever for mowing the lawn: [This review was collected as part of a promotion.] Makes life a lot easier when it comes to mowing the lawn! 
It starts up without any issues and does the job. 
It is also easy to adjust the height. 
I hope it lasts a long time, as I really like it.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower makes mowing the lawn a lot easier, starts up without any issues, and does the job effectively.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower makes mowing the lawn a lot easier, starts up without any issues, and does the job effectively.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower starts up without any issues, does the job well, and is easy to adjust the height.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower starts up without any issues, does the job well, and is easy to adjust the height.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they hope the lawn mower lasts a long time.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions that they hope the lawn mower lasts a long time.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower starts up without any issues and does the job efficiently.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower starts up without any issues and does the job efficiently.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
"Is it so different from other brands?: [This review was collected as part of a promotion.] This was my first lawnmower. The only thing bad for me was the price. It performs but in comparison to the other brands, does it cut differently? Its on the expensive side but maybe you get what you pay for? Is that true for lawnmowers??[Rating - 4/5]",4,"1. The overall review is NEUTRAL.
2. The reviewer mentions comparing the cutting performance of this lawnmower to other brands.
3. The reviewer's opinion on the cutting_performance is NEUTRAL.",NEUTRAL,The reviewer mentions comparing the cutting performance of this lawnmower to other brands.,NEUTRAL,"1. The overall review is NEUTRAL.
2. The reviewer mentions the price being the only downside and compares the performance of the lawnmower to other brands.
3. The reviewer's opinion on the ease_of_use is NOT MENTIONED.",NEUTRAL,The reviewer mentions the price being the only downside and compares the performance of the lawnmower to other brands.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions the price being the only downside and questions if the lawnmower cuts differently compared to other brands.
3. The reviewer's opinion on durability is NOT MENTIONED.",NEUTRAL,The reviewer mentions the price being the only downside and questions if the lawnmower cuts differently compared to other brands.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions the engine_power in comparison to other brands.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",NEUTRAL,The reviewer mentions the engine_power in comparison to other brands.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer mentions comparing the lawnmower to other brands and questioning if it cuts differently.
3. The reviewer does not specifically mention maneuverability, so it is NOT MENTIONED.",NEUTRAL,The reviewer mentions comparing the lawnmower to other brands and questioning if it cuts differently.,NOT MENTIONED
"21 in 53 cm Recycler Self Propel: [This review was collected as part of a promotion.] Great product!! I have 0.25 acre flat lot in Central, FL. I cut my lawn weekly since I purchased this lawnmower and have not had any issues. Starts right up!! Barely uses any gas. I have to fill it up every Third use. Totally worth it!!![Rating - 5/5]",5,"1. The overall review is POSITIVE.
2. The reviewer mentions that they have a 0.25 acre flat lot in Central, FL and have been cutting their lawn weekly with this lawnmower.
3. The reviewer's opinion on the cutting_performance is POSITIVE as they state that they have not had any issues with the lawnmower, it starts right up, and they find it totally worth it.",POSITIVE,"The reviewer mentions that they have a 0.25 acre flat lot in Central, FL and have been cutting their lawn weekly with this lawnmower.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about how the lawn mower starts right up, barely uses any gas, and is easy to fill up.
3. Sentiment on ease_of_use is POSITIVE",POSITIVE,"The reviewer talks about how the lawn mower starts right up, barely uses any gas, and is easy to fill up.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they have been using the lawn mower weekly since they purchased it and have not had any issues.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions that they have been using the lawn mower weekly since they purchased it and have not had any issues.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawnmower starts right up and barely uses any gas.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the lawnmower starts right up and barely uses any gas.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they have a 0.25 acre flat lot in Central, FL and they have been cutting their lawn weekly with this lawnmower.
3. The reviewer's opinion on maneuverability is POSITIVE as they have not had any issues navigating around obstacles and tight spaces in their yard.",POSITIVE,"The reviewer mentions that they have a 0.25 acre flat lot in Central, FL and they have been cutting their lawn weekly with this lawnmower.",POSITIVE
"Toro works as advertised!!: [This review was collected as part of a promotion.] This mower works well, starts fast and seems of good quality.  I would have liked an hour meter and a single bail system.  I had a commercial unit from 1994 of same brand and figured I would give this one a try.  It cuts good and is lightweight.[Rating - 4/5]",4,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower cuts well and is lightweight.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower cuts well and is lightweight.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower works well, starts fast, and is lightweight.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the mower works well, starts fast, and is lightweight.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower ""works well, starts fast and seems of good quality.""
3. The reviewer's opinion on durability is POSITIVE, as they mention that the mower seems of good quality and had a commercial unit from the same brand that lasted since 1994.",POSITIVE,"The reviewer mentions that the mower ""works well, starts fast and seems of good quality.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower works well, starts fast, and seems of good quality.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,"The reviewer mentions that the mower works well, starts fast, and seems of good quality.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Since maneuverability is not mentioned, the sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
Love this mower!: [This review was collected as part of a promotion.] Absolutely love this mower!  My wife bought it for me for Fathers Day and it has completely changed my attitude about mowing my yard.  It was an absolute game changer when it comes to mowing the bank behind the my house!  I highly recommend this mower to anyone![Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer talks about how the mower has completely changed their attitude about mowing their yard and how it was a game changer when mowing the bank behind their house.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer talks about how the mower has completely changed their attitude about mowing their yard and how it was a game changer when mowing the bank behind their house.,POSITIVE,"1. The sentiment of the overall review is POSITIVE.
2. The reviewer talks about how the mower has completely changed their attitude about mowing their yard and how it was a game changer when it comes to mowing the bank behind their house.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer talks about how the mower has completely changed their attitude about mowing their yard and how it was a game changer when it comes to mowing the bank behind their house.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower has completely changed their attitude about mowing their yard and was an absolute game changer when it comes to mowing the bank behind their house.
3. The sentiment on durability is POSITIVE",POSITIVE,The reviewer mentions that the mower has completely changed their attitude about mowing their yard and was an absolute game changer when it comes to mowing the bank behind their house.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about how the mower has completely changed their attitude about mowing their yard and how it was a game changer when mowing the bank behind their house.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer talks about how the mower has completely changed their attitude about mowing their yard and how it was a game changer when mowing the bank behind their house.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about how the mower was a game changer when it comes to mowing the bank behind their house.
3. The reviewer's opinion on maneuverability is POSITIVE",POSITIVE,The reviewer talks about how the mower was a game changer when it comes to mowing the bank behind their house.,POSITIVE
Toro is a great brand.: [This review was collected as part of a promotion.] I've had Toro lawn mowers in the past.  So I decided to buy a new one and it has not disappointed!  My other Toro is over twenty years old and it still runs even though it needs some repairs!   I'm very pleased with my purchase.  You can't go wrong buying a Toro![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they have had Toro lawn mowers in the past and decided to buy a new one.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that they have had Toro lawn mowers in the past and decided to buy a new one.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they have had Toro lawn mowers in the past and decided to buy a new one, which has not disappointed them.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that they have had Toro lawn mowers in the past and decided to buy a new one, which has not disappointed them.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that their other Toro lawn mower is over twenty years old and still runs, even though it needs some repairs.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,"The reviewer mentions that their other Toro lawn mower is over twenty years old and still runs, even though it needs some repairs.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that their old Toro lawn mower is over twenty years old and still runs, even though it needs some repairs.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,"The reviewer mentions that their old Toro lawn mower is over twenty years old and still runs, even though it needs some repairs.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
"Pretty Good: [This review was collected as part of a promotion.] I like Toro. Specifically shipped this brand. I like the cut and features. Wish any mower came with a better way to measure oil levels. Guidance for how much oil that needed to be added would have been nice. Tired of the poor, check, pour, check method. Other than that, starts easy and works as stated.[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that they like the cut and features of the Toro mower.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that they like the cut and features of the Toro mower.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower starts easy and works as stated.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower starts easy and works as stated.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the durability of the lawn mower in terms of its features and how it works.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions the durability of the lawn mower in terms of its features and how it works.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
"Nuce: Easy, powerful[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the product is easy and powerful.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the product is easy and powerful.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy and powerful.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower is easy and powerful.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy and powerful.
3. The reviewer does not specifically mention durability, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the lawn mower is easy and powerful.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the engine is powerful.
3. Sentiment on engine_power is POSITIVE",POSITIVE,The reviewer mentions that the engine is powerful.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to maneuver.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower is easy to maneuver.,POSITIVE
Easy start.: Easy set up and easy start.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention cutting_performance
3. Sentiment on cutting_performance is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention cutting_performance,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower has easy set up and easy start.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower has easy set up and easy start.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power
3. Sentiment on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the engine_power,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention maneuverability in the review.
3. The sentiment on maneuverability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
Great mower!: The mower works very well. The self propell is very fast paced[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower works very well.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower works very well.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the self-propell feature being very fast paced.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,The reviewer talks about the self-propell feature being very fast paced.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention engine_power.
3. Sentiment on engine_power is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the self-propel feature is very fast paced.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer mentions that the self-propel feature is very fast paced.,POSITIVE
Mowed with not problem very dependable and smooth.: [This review was collected as part of a promotion.] Start very quick easy to use i recommend this product to a friend[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower mowed with no problem, was very dependable, and smooth.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower mowed with no problem, was very dependable, and smooth.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower is very dependable and smooth, starts very quick, and is easy to use.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower is very dependable and smooth, starts very quick, and is easy to use.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is ""very dependable and smooth.""
3. The reviewer's opinion on the durability is POSITIVE",POSITIVE,"The reviewer mentions that the lawn mower is ""very dependable and smooth.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower mowed with no problem, indicating that the engine power was sufficient for efficient cutting.
3. The reviewer's opinion on the engine_power is POSITIVE",POSITIVE,"The reviewer mentions that the lawn mower mowed with no problem, indicating that the engine power was sufficient for efficient cutting.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower mowed with no problem, indicating that it was able to navigate around obstacles and tight spaces in the yard.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower mowed with no problem, indicating that it was able to navigate around obstacles and tight spaces in the yard.",POSITIVE
