review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
"Quality Issues: The assembly is easy, but there are quality issues that Blackstone refuses to acknowledge. The hood on mine does not align with the frame on one side. I took a few measurements and the feet on the side where the hood does not align are off by about a 1/4 inch, thus causing the cooktop & hood to sit too far back. Blackstone says this is not an issue for performance thus no replacement but every other one I've seen aligns perfectly, definitely not this far off. I would buy something else.[Rating - 2/5]",2,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the hood on the Blackstone product does not align with the frame on one side, causing the cooktop & hood to sit too far back.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they mention quality issues with the alignment of the hood and frame.",NEGATIVE,"The reviewer mentions that the hood on the Blackstone product does not align with the frame on one side, causing the cooktop & hood to sit too far back.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the assembly is easy, but there are quality issues with the product.
3. The reviewer's opinion on the portability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the assembly is easy, but there are quality issues with the product.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that there are quality issues with the product, specifically with the alignment of the hood and frame.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that there are quality issues with the product, specifically with the alignment of the hood and frame.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer talks about the quality issues with the alignment of the hood and frame, indicating potential durability issues.
3. Sentiment on durability is NEGATIVE",NEGATIVE,"The reviewer talks about the quality issues with the alignment of the hood and frame, indicating potential durability issues.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
": When we inquired about buying a Blackstone grill the Lowe’s associate said he had to go outside to get it for us.When he brought the box out to us it looked like it had been wet  but we bought it anyway since associate advised they were all kept outside.
Several parts of grill had small areas of rust and the manual was very wet and hard to read.
Fortunately we were able to wipe everything off and have used the grill twice with no issues.
We were just disappointed that a grill that we paid over $400 for had issues like this.[Rating - 4/5]",4,"1. The overall review is NEGATIVE.
2. The reviewer mentions that several parts of the grill had small areas of rust and that the manual was wet and hard to read.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEGATIVE,The reviewer mentions that several parts of the grill had small areas of rust and that the manual was wet and hard to read.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill had to be brought out from outside by the associate, indicating some level of portability.
3. The reviewer's opinion on the portability is NEGATIVE, as they were disappointed with the condition of the grill when it was brought out and had issues like rust and a wet manual.",NEGATIVE,"The reviewer mentions that the grill had to be brought out from outside by the associate, indicating some level of portability.",NEGATIVE,"1. The overall review is NEGATIVE.

2. The reviewer does not specifically mention the heat_control aspect of the Blackstone grill.

3. Since the reviewer does not mention the heat_control aspect, we cannot determine their sentiment towards it.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the Blackstone grill.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer talks about the grill having small areas of rust and the manual being wet and hard to read, indicating potential issues with durability.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer talks about the grill having small areas of rust and the manual being wet and hard to read, indicating potential issues with durability.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that several parts of the grill had small areas of rust and that the manual was very wet and hard to read.
3. The reviewer's opinion on the accessories is NEGATIVE as they experienced issues with rust on the grill and a wet manual.",NEGATIVE,The reviewer mentions that several parts of the grill had small areas of rust and that the manual was very wet and hard to read.,NEGATIVE
"Awesome griddle: Love it. Just upgraded. Wanted the 30in but that didn’t come with most of the features the 36 has. Only downside was took Lowe’s a hour to find it and assembly was not bad but if you have someone to help will make it a easy 30 minute process. 
All the features are awesome. Magnet holder and then the front storage for bottles is the best thing ever. Only knock is the hood I feel could be a little stronger only reason for the 4. Other thank that great product glad I went with this model.[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions the front storage for bottles and the hood, but does not specifically mention the cooking_surface.
3. The sentiment on cooking_surface is NOT MENTIONED",POSITIVE,"The reviewer mentions the front storage for bottles and the hood, but does not specifically mention the cooking_surface.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that assembly was not bad, but having someone to help would make it an easy 30-minute process.
3. Sentiment on portability is POSITIVE",POSITIVE,"The reviewer mentions that assembly was not bad, but having someone to help would make it an easy 30-minute process.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that all the features of the griddle are awesome.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that all the features of the griddle are awesome.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the hood could be a little stronger.
3. Sentiment on durability is NEUTRAL",POSITIVE,The reviewer mentions the hood could be a little stronger.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer talks about the magnet holder and front storage for bottles as accessories.
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer talks about the magnet holder and front storage for bottles as accessories.,POSITIVE
love it: love it[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they ""love it""
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer mentions that they ""love it""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention the heat_control aspect.
3. The sentiment on heat_control is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the heat_control aspect.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the accessories
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer mentions that they love the accessories,POSITIVE
Easy to assemble and works fantastic.: Easy to use and easy to clean.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the product is easy to assemble, works fantastic, easy to use, and easy to clean.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,"The reviewer mentions that the product is easy to assemble, works fantastic, easy to use, and easy to clean.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to assemble and works fantastic, indicating that it performs well.
3. The reviewer's opinion on the heat_control is POSITIVE, as they do not mention any issues with temperature control and seem satisfied with the cooking results.",POSITIVE,"The reviewer mentions that the griddle is easy to assemble and works fantastic, indicating that it performs well.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to assemble and works fantastic, indicating that it is functional and efficient.
3. The reviewer does not specifically mention durability, but based on the positive comments about the product's performance, it can be inferred that the sentiment on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the griddle is easy to assemble and works fantastic, indicating that it is functional and efficient.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is easy to assemble and works fantastic. They also mention that it is easy to use and easy to clean.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is easy to assemble and works fantastic. They also mention that it is easy to use and easy to clean.,NOT MENTIONED
Pick up: The guys at Lowe’s were very helpful with loading a pretty heavy purchase. Would not have been abl to do myself. Thanks![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the guys at Lowe's were very helpful with loading a heavy purchase.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that the guys at Lowe's were very helpful with loading a heavy purchase.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the guys at Lowe's were very helpful with loading a pretty heavy purchase.
3. The reviewer's opinion on portability is POSITIVE, as they mention that they would not have been able to move the purchase themselves without the help of the Lowe's employees.",POSITIVE,The reviewer mentions that the guys at Lowe's were very helpful with loading a pretty heavy purchase.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the purchase was pretty heavy and they would not have been able to load it themselves.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the purchase was pretty heavy and they would not have been able to load it themselves.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the guys at Lowe's were very helpful with loading a pretty heavy purchase.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the guys at Lowe's were very helpful with loading a pretty heavy purchase.,NOT MENTIONED
Great-But: Once the front were the controls are get warm and oil gets on it the lettering wipes right off .So dissatisfied with that[Rating - 4/5],4,"1. The overall review is NEGATIVE
2. The reviewer mentions that once the front where the controls are gets warm and oil gets on it, the lettering wipes right off.
3. Sentiment on cooking_surface is NEGATIVE",NEGATIVE,"The reviewer mentions that once the front where the controls are gets warm and oil gets on it, the lettering wipes right off.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that once the front where the controls are gets warm and oil gets on it, the lettering wipes right off.
3. The reviewer's opinion on the portability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that once the front where the controls are gets warm and oil gets on it, the lettering wipes right off.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that once the front where the controls are located gets warm and oil gets on it, the lettering wipes right off.
3. The reviewer's opinion on the heat_control is NEGATIVE",NEGATIVE,"The reviewer mentions that once the front where the controls are located gets warm and oil gets on it, the lettering wipes right off.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lettering on the controls wipes off when they get warm and oil gets on them.
3. The reviewer's opinion on the durability is NEGATIVE",NEGATIVE,The reviewer mentions that the lettering on the controls wipes off when they get warm and oil gets on them.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that once the front where the controls are gets warm and oil gets on it, the lettering wipes right off.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that once the front where the controls are gets warm and oil gets on it, the lettering wipes right off.",NOT MENTIONED
Blackstone fun: Love the product but the assembly was off.  Hoid was installed incorrectly causing damage to the hood overall.  Blackstone itself is fun to cook on and as expected.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone itself is fun to cook on.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the Blackstone itself is fun to cook on.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the assembly was off and the hood was installed incorrectly, causing damage to the hood overall.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the assembly was off and the hood was installed incorrectly, causing damage to the hood overall.",NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that the assembly was off and the hood was installed incorrectly, causing damage.
3. The reviewer's opinion on durability is NEGATIVE.",NEUTRAL,"The reviewer mentions that the assembly was off and the hood was installed incorrectly, causing damage.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the assembly was off and the hood was installed incorrectly, causing damage.
3. The reviewer does not mention the accessories in the review.",NEGATIVE,"The reviewer mentions that the assembly was off and the hood was installed incorrectly, causing damage.",NOT MENTIONED
"Flat top grille: Very nice grill assembly, my only complaint is the shelf that snaps in place doesn’t stay in place and falls with most movement.  The flat top itself seems of very good quality.  4 burners distributes heat across entire top.  The grille itself took the seasoning process very well.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the size, material, heat distribution, and non-stick properties of the cooking surface.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer talks about the size, material, heat distribution, and non-stick properties of the cooking surface.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the shelf that snaps in place doesn't stay in place and falls with most movement, but does not specifically talk about the weight, size, or additional features like wheels or handles.
3. Sentiment on portability is NEGATIVE",POSITIVE,"The reviewer mentions that the shelf that snaps in place doesn't stay in place and falls with most movement, but does not specifically talk about the weight, size, or additional features like wheels or handles.",NEGATIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the 4 burners distribute heat across the entire top.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the 4 burners distribute heat across the entire top.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the flat top itself seems of very good quality and that the grille took the seasoning process very well.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions that the flat top itself seems of very good quality and that the grille took the seasoning process very well.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the shelf that snaps in place doesn't stay in place and falls with most movement, but does not specifically mention any other accessories.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions the shelf that snaps in place doesn't stay in place and falls with most movement, but does not specifically mention any other accessories.",NOT MENTIONED
Great grill surface! Lid down limit 15 minutes?: The grilling surface is durable and will last a long time - however hidden in the middle of the assembly instructions is a warning that says the lid can only be down for 15 minutes while cooking? Does not make sense - probably wouldn’t have bought knowing this limitation[Rating - 3/5],3,"1. The overall review is NEGATIVE
2. The reviewer talks about the durability of the grilling surface and the limitation of the lid being down for only 15 minutes while cooking.
3. Sentiment on cooking_surface is POSITIVE",NEGATIVE,The reviewer talks about the durability of the grilling surface and the limitation of the lid being down for only 15 minutes while cooking.,POSITIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions a limitation in the assembly instructions that the lid can only be down for 15 minutes while cooking.
3. The reviewer's opinion on the heat_control is NEGATIVE.",NEGATIVE,The reviewer mentions a limitation in the assembly instructions that the lid can only be down for 15 minutes while cooking.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grilling surface is durable and will last a long time.
3. The reviewer's opinion on durability is POSITIVE",NEGATIVE,The reviewer mentions that the grilling surface is durable and will last a long time.,POSITIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Fantastic Flat Top Grill: This is out first Blackstone and when everyone said you would love it they were right. This flat top grill has endless possibilities on what you can cook. Heats up evenly and quick. We have used it a few times and already my kids are loving the flavors. Hibachi up next.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about how the flat top grill has endless possibilities on what you can cook, heats up evenly and quickly.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer talks about how the flat top grill has endless possibilities on what you can cook, heats up evenly and quickly.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the flat top grill heats up evenly and quickly.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the flat top grill heats up evenly and quickly.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the flat top grill heats up evenly and quickly, indicating good construction and materials.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the flat top grill heats up evenly and quickly, indicating good construction and materials.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Not mentioned",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Great product: The product was great however I would suggest building your self! We took lowes up on the offer to put it together and the left leg was completely off and the try won’t stay on because the leg is not straight! There was a issue with the burners as well![Rating - 3/5],3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that there was an issue with the burners.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that there was an issue with the burners.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they had Lowe's put the product together for them, indicating that they did not have to deal with the portability aspect of the griddle.
3. The reviewer does not provide an opinion on the portability of the product, as they did not mention anything related to moving or transporting the griddle. Therefore, the sentiment on portability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that they had Lowe's put the product together for them, indicating that they did not have to deal with the portability aspect of the griddle.",NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions an issue with the burners, which is related to the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NEGATIVE.",NEGATIVE,"The reviewer mentions an issue with the burners, which is related to the heat_control aspect of the product.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions issues with the left leg being completely off and the tray not staying on because the leg is not straight. They also mention issues with the burners.
3. Sentiment on durability is NEGATIVE",NEGATIVE,The reviewer mentions issues with the left leg being completely off and the tray not staying on because the leg is not straight. They also mention issues with the burners.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they suggest building the product themselves and had issues with the left leg being completely off and the tray not staying on because the leg is not straight. They also mention an issue with the burners.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they suggest building the product themselves and had issues with the left leg being completely off and the tray not staying on because the leg is not straight. They also mention an issue with the burners.,NOT MENTIONED
"Rust: The factory paint on these units is lousy. Six months after purchase the paint has bubbled, flaked and left rust where the paint is no longer there. Paid $400 plus for this item and $5.00 worth of primer during the manufacturing process would have made for a higher rating.[Rating - 2/5]",2,"1. The overall review is NEGATIVE.
2. The reviewer talks about the factory paint on the units bubbling, flaking, and leaving rust, indicating dissatisfaction with the quality of the paint job.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,"The reviewer talks about the factory paint on the units bubbling, flaking, and leaving rust, indicating dissatisfaction with the quality of the paint job.",NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer talks about the poor durability of the product, specifically mentioning the factory paint bubbling, flaking, and leaving rust after only six months.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer talks about the poor durability of the product, specifically mentioning the factory paint bubbling, flaking, and leaving rust after only six months.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the factory paint on the unit is lousy and has caused rust to develop after six months.
3. The reviewer does not mention any accessories, so the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the factory paint on the unit is lousy and has caused rust to develop after six months.,NOT MENTIONED
"Great grill.: Great grill. 60k btus which you need for a grill this size. Gets hot fast. Good quality with the exception of a few hinge bolts on the lid and side tables that is a little flimsy but not terrible. No thermometer so definitely buy an infrared thermometer. You need assume kind of thermometer to check your heat until you get used to it. Other than that I highly
recommend it.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill has a good quality cooking surface.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the grill has a good quality cooking surface.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is of good quality with the exception of a few hinge bolts on the lid and side tables that are a little flimsy.
3. The reviewer does not specifically mention the portability of the grill, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the grill is of good quality with the exception of a few hinge bolts on the lid and side tables that are a little flimsy.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill gets hot fast and recommends buying an infrared thermometer to check the heat.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the grill gets hot fast and recommends buying an infrared thermometer to check the heat.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is of good quality, but points out that a few hinge bolts on the lid and side tables are a little flimsy.
3. The reviewer's opinion on durability is NEUTRAL, as they mention that the grill is good quality overall but highlight some flimsy parts.",POSITIVE,"The reviewer mentions that the grill is of good quality, but points out that a few hinge bolts on the lid and side tables are a little flimsy.",NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that the side tables are a little flimsy but not terrible.
3. Sentiment on accessories is NEUTRAL",POSITIVE,The reviewer mentions that the side tables are a little flimsy but not terrible.,NEUTRAL
"Really, Blackstone?: Haven't cooked on it yet but this thing is a BEAST! That 36"" cooktop is HEAVY and the hardware was equal to the task... until I got to the knobs. I know they're probably PERFECTLY functional but why not match the quality of everything else in the package?!? Looking for upgrades if anyone knows where to get real metal knobs and surrounds.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the 36"" cooktop is HEAVY and the hardware was equal to the task.
3. The reviewer does not mention their opinion on the cooking_surface specifically.",POSITIVE,"The reviewer mentions that the 36"" cooktop is HEAVY and the hardware was equal to the task.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the 36"" cooktop is HEAVY.
3. The reviewer's opinion on portability is NEGATIVE as they mention that the cooktop is heavy, but they do not specifically mention any additional features like wheels or handles that could potentially improve portability.",POSITIVE,"The reviewer mentions that the 36"" cooktop is HEAVY.",NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the heavy 36"" cooktop and the hardware, but specifically points out the knobs.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,"The reviewer mentions the heavy 36"" cooktop and the hardware, but specifically points out the knobs.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the 36"" cooktop is heavy and the hardware was equal to the task, but expresses disappointment with the quality of the knobs.
3. Sentiment on durability is POSITIVE",POSITIVE,"The reviewer mentions that the 36"" cooktop is heavy and the hardware was equal to the task, but expresses disappointment with the quality of the knobs.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions looking for upgrades for the knobs and surrounds.
3. Sentiment on accessories is NEGATIVE",POSITIVE,The reviewer mentions looking for upgrades for the knobs and surrounds.,NEGATIVE
Fantastic product: This product is great.  It is such a blast to cook on as long as it is seasoned properly and cleaned after each cook you should really have no problems.  The only issue is the small gap between the griddle plate and frame.  If there is the slightest gust of wind you lose one of your burners.  Other than that this product is well worth the money.[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking surface is great to cook on as long as it is seasoned properly and cleaned after each cook.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooking surface is great to cook on as long as it is seasoned properly and cleaned after each cook.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions the small gap between the griddle plate and frame, which causes an issue with losing one of the burners in the slightest gust of wind.
3. The reviewer's opinion on portability is NEGATIVE as they mention the issue with the gap causing a problem with the burners.",POSITIVE,"The reviewer mentions the small gap between the griddle plate and frame, which causes an issue with losing one of the burners in the slightest gust of wind.",NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the product is great to cook on as long as it is seasoned properly and cleaned after each cook.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the product is great to cook on as long as it is seasoned properly and cleaned after each cook.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the product is great to cook on as long as it is seasoned properly and cleaned after each use. They also mention a small issue with a gap between the griddle plate and frame.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the product is great to cook on as long as it is seasoned properly and cleaned after each use. They also mention a small issue with a gap between the griddle plate and frame.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any specific accessories in the review.
3. Sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
Love it: I love how much cook room there is! It’s amazing and so nice to be able to cook a full meal outside. My only complaint would be the sides get hot so you prob want a separate prep area for plastic stuff or drinks. It would also be nice if the gas tank was under the grill so the side table could fold down easily for storage[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about the size and heat distribution of the cooking surface, mentioning that there is a lot of cook room and it's amazing to be able to cook a full meal outside.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer talks about the size and heat distribution of the cooking surface, mentioning that there is a lot of cook room and it's amazing to be able to cook a full meal outside.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that it would be nice if the gas tank was under the grill so the side table could fold down easily for storage.
3. The reviewer's opinion on portability is NEUTRAL.",POSITIVE,The reviewer mentions that it would be nice if the gas tank was under the grill so the side table could fold down easily for storage.,NEUTRAL,"1. The overall review is POSITIVE.
2. The reviewer mentions that the sides of the grill get hot, so they recommend having a separate prep area for plastic stuff or drinks.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the sides of the grill get hot, so they recommend having a separate prep area for plastic stuff or drinks.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the sides of the grill get hot and suggests having a separate prep area for plastic stuff or drinks. They also mention that it would be nice if the gas tank was under the grill so the side table could fold down easily for storage.
3. The reviewer does not specifically mention the durability of the griddle, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the sides of the grill get hot and suggests having a separate prep area for plastic stuff or drinks. They also mention that it would be nice if the gas tank was under the grill so the side table could fold down easily for storage.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the side shelves and the gas tank as accessories.
3. Sentiment on accessories is NEUTRAL",POSITIVE,The reviewer mentions the side shelves and the gas tank as accessories.,NEUTRAL
