review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
"it does OK: nice smoking ability, poor searing, decent grill.  a little noisy with the fan running, the auger is slow if the tube is empty...which it will be if you don't want to leave pellets in it too long...which they tell you not to do.  i like the grill but it has it's limitations.  still gonna keep a charcoal grill on hand for real sizzle.[Rating - 4/5]",4,"1. The overall review is NEUTRAL.
2. The reviewer mentions that the grill has decent smoking ability, poor searing, and is decent overall.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEUTRAL,"The reviewer mentions that the grill has decent smoking ability, poor searing, and is decent overall.",NEGATIVE,"1. The overall review is NEUTRAL.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",NEUTRAL,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that the grill has nice smoking ability, poor searing, and decent grill.
3. The reviewer's opinion on the heat_control is NEGATIVE as they mention limitations in searing and slow auger if the tube is empty.",NEUTRAL,"The reviewer mentions that the grill has nice smoking ability, poor searing, and decent grill.",NEGATIVE,"1. The overall review is NEUTRAL.
2. The reviewer does not specifically mention durability in the review.
3. The reviewer's opinion on durability is NOT MENTIONED.",NEUTRAL,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEUTRAL,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Great purchase - Set-it and forget-it: I did the setup and installation myself and I feel it was pretty straightforward and easy to complete.  I have smoked some Pork Tenderloins and Chicken quarters so far and both came out perfect.  It truly is a set it and forget Pellet Grill.  This is my first smoker and I believe it was a great buy.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they have smoked Pork Tenderloins and Chicken quarters on the grill.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they have smoked Pork Tenderloins and Chicken quarters on the grill.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not mention anything about the portability of the Pellet Grill.
3. Since the reviewer does not mention anything about the portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about the portability of the Pellet Grill.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Pellet Grill is a ""set it and forget it"" type of grill, indicating that the heat control is easy to use and maintain.
3. The reviewer's opinion on the heat_control is POSITIVE, as they mention that the grill is easy to set up and use, and that the food they cooked came out perfect.",POSITIVE,"The reviewer mentions that the Pellet Grill is a ""set it and forget it"" type of grill, indicating that the heat control is easy to use and maintain.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention durability in the review.
3. Since the reviewer does not mention durability, the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Worth every penny: Great grill, the sear feature was what made decide on the Pit Boss. Took about 1.5 hours to assemble 2 people are better but could be done by one. The Smoke IT App worked great, it let me know when the grill reached the set temp. The manual says once you do grill burn-off its ready to use, but I later found out you need to season the grill before use.[Rating - 5/5]",5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill has a great sear feature and talks about the Smoke IT App that works well in notifying when the grill reaches the set temperature.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the grill has a great sear feature and talks about the Smoke IT App that works well in notifying when the grill reaches the set temperature.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the sear feature was what made them decide on the Pit Boss grill and that the Smoke IT App worked great in letting them know when the grill reached the set temperature.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the sear feature was what made them decide on the Pit Boss grill and that the Smoke IT App worked great in letting them know when the grill reached the set temperature.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions the assembly process, the Smoke IT App, and the need to season the grill before use.
3. The reviewer does not specifically mention the durability of the grill, so the sentiment on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions the assembly process, the Smoke IT App, and the need to season the grill before use.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any specific accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
Great buy: I love that this pellet smoker /grill is well built it's been a great cooking experience from first out of the box Ive made some great meals for the family we enjoyed the flavor from the wood pellet grill compared to our propane grill .I'm glad we made this purchase it's perfect for my family's needs[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the pellet smoker/grill and that it has been a great cooking experience for them.
3. The reviewer's opinion on the cooking_surface is POSITIVE. They mention that they have made great meals for their family and enjoyed the flavor from the wood pellet grill compared to their propane grill.",POSITIVE,The reviewer mentions that they love the pellet smoker/grill and that it has been a great cooking experience for them.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they have had a great cooking experience with the pellet smoker/grill and have made some great meals for their family.
3. The reviewer's opinion on the heat_control is POSITIVE, as they mention enjoying the flavor from the wood pellet grill compared to their propane grill.",POSITIVE,The reviewer mentions that they have had a great cooking experience with the pellet smoker/grill and have made some great meals for their family.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the pellet smoker/grill is well built.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the pellet smoker/grill is well built.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention any specific accessories included in the bundle.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories included in the bundle.,NOT MENTIONED
"Slow, steady, controlled smoke is the point here.: We bought the PB 850 PS, and we're very pleased with it. It was assembled and delivered for free. Easy to buy, easy to use, and the Wi-Fi and Bluetooth connection makes adjusting and monitoring performance a snap from just about anywhere. Smoking, baking, searing - this is flexible outdoor cooking at its best.[Rating - 5/5]",5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the cooking surface is flexible outdoor cooking at its best.
3. Sentiment on cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the cooking surface is flexible outdoor cooking at its best.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the slow, steady, controlled smoke is the point of the product.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,"The reviewer mentions that the slow, steady, controlled smoke is the point of the product.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to use, has Wi-Fi and Bluetooth connection for monitoring performance, and is flexible for outdoor cooking.
3. The reviewer's opinion on durability is POSITIVE as they are pleased with the product and its performance.",POSITIVE,"The reviewer mentions that the griddle is easy to use, has Wi-Fi and Bluetooth connection for monitoring performance, and is flexible for outdoor cooking.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle was assembled and delivered for free, and also talks about the Wi-Fi and Bluetooth connection which enhances the functionality of the griddle.
3. Sentiment on accessories is POSITIVE",POSITIVE,"The reviewer mentions that the griddle was assembled and delivered for free, and also talks about the Wi-Fi and Bluetooth connection which enhances the functionality of the griddle.",POSITIVE
"Best customer service on the planet!: It takes two to assemble this grill, but it is not complicated. After assembly I discovered one wheel was jamming up when I tried to roll it around. It had a factory defect of insufficient wheel bearings. I called Pit Boss' friendly customer service and they sent me a new wheel and an upgraded control panel. This is my first Smoker Grill so I am still learning but I have had great success so far.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that they are still learning about their first Smoker Grill and have had great success so far.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED",POSITIVE,The reviewer mentions that they are still learning about their first Smoker Grill and have had great success so far.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that one wheel was jamming up when trying to roll the grill around due to a factory defect.
3. The reviewer's opinion on portability is NEGATIVE, as they had an issue with one of the wheels.",POSITIVE,The reviewer mentions that one wheel was jamming up when trying to roll the grill around due to a factory defect.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they received an upgraded control panel from Pit Boss.
3. Sentiment on heat_control is POSITIVE",POSITIVE,The reviewer mentions that they received an upgraded control panel from Pit Boss.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that one of the wheels had a factory defect of insufficient wheel bearings.
3. The reviewer's opinion on durability is NEUTRAL (as the defect was mentioned but was promptly addressed by the customer service).",POSITIVE,The reviewer mentions that one of the wheels had a factory defect of insufficient wheel bearings.,NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that Pit Boss' customer service sent them a new wheel and an upgraded control panel.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer mentions that Pit Boss' customer service sent them a new wheel and an upgraded control panel.,POSITIVE
"Great grill, bad app: I love the grill itself. Smoking meat has never been easier, or more fun for me. In Minnesota, the temps are brutally low but the grill holds up. The app is really bad. It doesn’t ever connect to my grill. I contacted customer service and they didn’t help me at all. The grill is fantastic and luckily the app is for convenience otherwise I’d be more upset.[Rating - 3/5]",3,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the grill itself and that smoking meat has never been easier or more fun for them.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they love the grill itself and that smoking meat has never been easier or more fun for them.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention anything about the portability of the grill.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about the portability of the grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill holds up well in brutally low temperatures in Minnesota.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the grill holds up well in brutally low temperatures in Minnesota.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill holds up well in brutally low temperatures in Minnesota.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the grill holds up well in brutally low temperatures in Minnesota.,POSITIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Poor finish quality: I purchased this grill less than six months ago and I’m extremely dissatisfied with the quality of the paint. This grill was kept in a garage with a cover and yet the finish on the top of the grill has started to peel off. (see picture) I contacted pit boss and was told it was not covered as this could happen due to “heat”. A Grill that can’t handle the heat from grilling. Go figure. Stay away from this garbage company and this grill[Rating - 2/5],2,"1. The overall review is NEGATIVE.
2. The reviewer mentions the poor finish quality of the grill, specifically the paint peeling off.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they are dissatisfied with the quality of the paint on the grill.",NEGATIVE,"The reviewer mentions the poor finish quality of the grill, specifically the paint peeling off.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill's finish quality is poor and that the paint has started to peel off due to heat.
3. The reviewer's opinion on the heat_control is NEGATIVE as they mention that the grill cannot handle the heat from grilling, which is a major issue for a grill.",NEGATIVE,The reviewer mentions that the grill's finish quality is poor and that the paint has started to peel off due to heat.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer talks about the poor finish quality of the grill, specifically mentioning the paint peeling off after less than six months of use.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer talks about the poor finish quality of the grill, specifically mentioning the paint peeling off after less than six months of use.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill was kept in a garage with a cover.
3. The reviewer does not mention any specific opinion on the accessories.",NEGATIVE,The reviewer mentions that the grill was kept in a garage with a cover.,NOT MENTIONED
"Fantastic Grills: Bought the little Pit Boss for our cabin and was so impressed I bought the 850 to replace the 22” Traeger I have been using for years. The difference in the quality over my old grill is amazing and for way less money. Service is also spectacular, had a question so called the number and was quickly give great info by someone I could actually understand. Only issue I had was a small dent but can’t blame them for that. Great Job Pit Boss.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions the cooking surface of the Pit Boss grills.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions the cooking surface of the Pit Boss grills.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the quality of the Pit Boss grills is amazing compared to their old Traeger grill.
3. The reviewer's opinion on the heat_control is POSITIVE. They are impressed with the ability to adjust and control the temperature of the griddle for different cooking needs.",POSITIVE,The reviewer mentions that the quality of the Pit Boss grills is amazing compared to their old Traeger grill.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the difference in quality between the Pit Boss grill and their old Traeger grill, as well as the fact that the Pit Boss grill is for way less money.
3. Sentiment on durability is POSITIVE",POSITIVE,"The reviewer mentions the difference in quality between the Pit Boss grill and their old Traeger grill, as well as the fact that the Pit Boss grill is for way less money.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention any accessories in the review.,NOT MENTIONED
"Very Disappointed!: Motor on hopper and tenp gage bad from start! My husband cslled Lowes and they promised to get the problem corrected immediately. We waited eight days for the motor (we purchased this Pitt Boss on Aug 27 2021 and intended to have a BBQ for the holiday weekend, which we had to CANCEL!
After, finally receiving the motor, no gage, and 2 hours of trying to install it; my husband had enough!
And we returned the pellet smoker to Lowe's. 
Since, this was just purchaxed AND HADN'T BEEN USED  I feel  Low...[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the cooking_surface.
3. Since the cooking_surface is not mentioned in the review, the sentiment on cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the cooking_surface.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Since portability is not mentioned in the review, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the temperature gauge was bad from the start and they had to wait for a replacement motor, which took eight days to arrive.
3. The reviewer's opinion on the heat_control is NEGATIVE as they mention that the temperature gauge was bad from the start and caused them to have to cancel their BBQ plans for the holiday weekend.",NEGATIVE,"The reviewer mentions that the temperature gauge was bad from the start and they had to wait for a replacement motor, which took eight days to arrive.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the motor on the hopper and temperature gauge were bad from the start, indicating issues with the durability of those components.
3. The reviewer's opinion on the durability is NEGATIVE as they experienced issues with the motor and temperature gauge shortly after purchasing the pellet smoker.",NEGATIVE,"The reviewer mentions that the motor on the hopper and temperature gauge were bad from the start, indicating issues with the durability of those components.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Not mentioned",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Defective product plus bad customer service: I bought this product in July.  By August, I was getting error codes on the igniter.  I called customer service.  They tell you to fix the brand new item yourself.  They are rude. ""So do you want the igniter or what?""  Do you buy a grill so that you can become the grill repairman?  I didn't.  

Quality control appears to be poor, at least for my grill.  The level of care for delivering a quality product also does not appear to be present with customer service.  

I regret buying this grill.[Rating - 2/5]",2,"1. The overall review is NEGATIVE
2. The reviewer mentions the poor quality control and lack of care in delivering a quality product.
3. Sentiment on cooking_surface is NEGATIVE",NEGATIVE,The reviewer mentions the poor quality control and lack of care in delivering a quality product.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions the poor quality control of the product and the lack of care in delivering a quality product.
3. The reviewer's opinion on the heat_control is NEGATIVE as they do not mention anything positive about it and only focus on the overall poor quality of the product.",NEGATIVE,The reviewer mentions the poor quality control of the product and the lack of care in delivering a quality product.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the quality control appears to be poor for their grill.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the quality control appears to be poor for their grill.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Not mentioned.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Don't waste the money on upgrade: Wifi/bluetooth is absolutely terrible. It won't even work 15ft on my deck, 5 feet in front of it. Resets temp constantly when you finally get it to connect to your phone. Sent me messaages about current temperatures the next day, when i was 4miles away. What a great help. Hopper angle is not great enough to contusions feed. This means it could run out of pellets, and thanks to the failed wifi and bluetooth, you wont know your $70 brisket is dying. Slotted design on the drip pan is unconventional...[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the cooking_surface.
3. The sentiment on cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the cooking_surface.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the temperature constantly resets when trying to connect to the phone, and there are issues with the hopper angle affecting the feed of pellets.
3. The reviewer's opinion on the heat_control is NEGATIVE as they mention issues with temperature control and the potential for running out of pellets without knowing due to connectivity issues.",NEGATIVE,"The reviewer mentions that the temperature constantly resets when trying to connect to the phone, and there are issues with the hopper angle affecting the feed of pellets.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions issues with the wifi and bluetooth connectivity, the hopper angle not being great enough, and the unconventional slotted design on the drip pan.
3. The sentiment on durability is NEGATIVE as the reviewer highlights issues with the product's functionality and design that could impact its longevity and sturdiness.",NEGATIVE,"The reviewer mentions issues with the wifi and bluetooth connectivity, the hopper angle not being great enough, and the unconventional slotted design on the drip pan.",NEGATIVE,"1. The overall review is NEGATIVE.

2. The reviewer does not mention any accessories in the review.

3. Not mentioned.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Easy to use - highly recommend!: We bought this grill on recommendation of a friend who has one. New to New England, we did not want to mess around with propane tanks or having to drill a hole on the side of the house to extend our gas line - this is the perfect solution! Comes to temperature quickly and cooks evenly. We have loved our grill so far and look forward to slow cooking some meats soon. For those worried that the pellets give off too much a smoky flavor or lots of smoke in general, it only really smokes when coming t...[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill cooks evenly.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the grill cooks evenly.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill comes to temperature quickly and cooks evenly.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the grill comes to temperature quickly and cooks evenly.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention any specific accessories included in the bundle.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,The reviewer does not mention any specific accessories included in the bundle.,NOT MENTIONED
"Mechanical Issues: I was excited to get a pellet smoker, and the first use was great. Made ribs and they turned out spectacular.
When I went to use it again the auger that drives the pellets from the hopper to the burn-can wouldn't move. I emptied out everything, still no luck.
When I called the manufacturers line they said that ""This can happen when it gets humid and the wood dust expands"" and sent me a guide on how to break down and clean the auger.
I'm wondering what the point of an auto-feed smoker is if you h...[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that they were excited to get a pellet smoker and that the first use was great, but then they encountered mechanical issues with the auger that drives the pellets.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that they were excited to get a pellet smoker and that the first use was great, but then they encountered mechanical issues with the auger that drives the pellets.",NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since portability is not mentioned, there is no sentiment assigned to it.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.

2. The reviewer does not specifically mention the heat_control aspect of the pellet smoker.

3. Since the reviewer does not mention the heat_control aspect, there is no sentiment assigned to it.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the pellet smoker.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions mechanical issues with the auger of the pellet smoker.
3. The reviewer's opinion on the durability is NEGATIVE as they experienced issues with the auger not functioning properly after just one use.",NEGATIVE,The reviewer mentions mechanical issues with the auger of the pellet smoker.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. The sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Great grill so far: I love my new Pit Boss grill. Pellet smoking just makes the smoking experience more enjoyable. Pellet smoke is a cleaner smoke, so your flavor is a little milder but you can still taste it. I do not miss tending my fire on my old grill. Load your pellets, set your temp and do something else productive or maybe not, but you don't have to hang out by the grill. One Con would be cleaning out the fire pot. I would imagine future models will have and access point on the bottom of the unit as opposed ...[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that they love their new Pit Boss grill and enjoy the pellet smoking experience.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they love their new Pit Boss grill and enjoy the pellet smoking experience.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they can set the temperature on the grill and not have to constantly tend to the fire, indicating that the grill has good heat control capabilities.
3. Sentiment on heat_control is POSITIVE",POSITIVE,"The reviewer mentions that they can set the temperature on the grill and not have to constantly tend to the fire, indicating that the grill has good heat control capabilities.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Pit Boss grill is great so far and that they love it.
3. The reviewer does not specifically mention the durability of the grill, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the Pit Boss grill is great so far and that they love it.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any specific accessories included in the bundle.
3. The reviewer does not provide an opinion on the accessories.",,The reviewer does not mention any specific accessories included in the bundle.,
Best ever!: Traded from a old coal smoker to pellet and the pro 2 850 had all the options the competition had and was half the price! I chose to assemble mine and the direction and packaging was excellent. I did purchase the Insulated blanket due to cold weather in Montana and the cover both of which still left my investment cheaper than a Trager. I have had the Grill for 6 months now and it still works like it did the first smoke! The smoke IT software works well and have no issues. I would like to see a p...[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking surface of the product is of good quality and works well.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooking surface of the product is of good quality and works well.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they chose to assemble the grill themselves and found the directions and packaging to be excellent. They also mention purchasing an insulated blanket and cover for cold weather in Montana.
3. The reviewer's opinion on portability is POSITIVE, as they do not mention any issues with moving or transporting the grill and seem satisfied with the overall setup and accessories they purchased.",POSITIVE,The reviewer mentions that they chose to assemble the grill themselves and found the directions and packaging to be excellent. They also mention purchasing an insulated blanket and cover for cold weather in Montana.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill still works like it did on the first smoke after 6 months.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the grill still works like it did on the first smoke after 6 months.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they have had the grill for 6 months and it still works like it did on the first smoke.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions that they have had the grill for 6 months and it still works like it did on the first smoke.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions purchasing the Insulated blanket and the cover for the grill, which still left their investment cheaper than a Traeger.
3. Sentiment on accessories is POSITIVE",POSITIVE,"The reviewer mentions purchasing the Insulated blanket and the cover for the grill, which still left their investment cheaper than a Traeger.",POSITIVE
"Good build quality, bad temp control: Bought my pitboss at lowes and everything went well. Did the initial burn off and then a few weeks later did my first cook, that's where things got disappointing. I set the temp to 250 and it wouldn't get past 230. Then the next temp setting is 300 so I set it there and it held 300 with no problems. I was really hoping to cook in the 250-275 range. The firmware update to fix this problem doesn't include the controller for this model only the 1100. I would definitely buy that model instead if I w...[Rating - 3/5]",3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they were disappointed with the temperature control of the pitboss grill.
3. The sentiment on cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they were disappointed with the temperature control of the pitboss grill.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the temperature control on the pitboss grill is not accurate.
3. The reviewer's opinion on the heat_control is NEGATIVE.",NEGATIVE,The reviewer mentions that the temperature control on the pitboss grill is not accurate.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions the good build quality of the pitboss.
3. The reviewer's opinion on durability is POSITIVE.",NEGATIVE,The reviewer mentions the good build quality of the pitboss.,POSITIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. The reviewer does not provide an opinion on the accessories as they are not mentioned in the review.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
